 -0.2522475654  -0.2522475607  -0.2522717905  -0.0130390303  -0.2531463011  -0.2529875824  -0.0033315894  -0.2519434109  -0.2523140101  -0.0002453898  -0.2528127809  -0.2525653931  -0.0248164447  -0.2513751481  -0.2506970679  -0.0143932464  -0.2529453596  -0.2529508673  -0.0044356246  -0.2523022518  -0.2521732601  -0.0266710392  -0.2531331683  -0.2529731564 
 -0.4617307508  -0.4617307518  -0.4617308886  -0.0126884599  -0.4616781811  -0.4616899299  -0.0033455668  -0.4616360109  -0.4615822854  -0.0002525203  -0.4617097119  -0.4617298044  -0.0243464483  -0.4616594342  -0.4616211715  -0.0140401554  -0.4617744246  -0.4791604114  -0.0044614929  -0.4616242795  -0.4853616112  -0.0262022818  -0.4617648745  -0.4898533517 
 -0.0170169848  -0.0170133234  -0.0170133234  -0.0114836884  -0.0138870232  -0.0139522251  -0.0025323666  -0.0112437916  -0.0120998709  -0.0002136152  -0.0068644917  -0.0081349945  -0.0131554397  -0.0131554397  -0.0138293579  -0.0114818187  -0.0114818568  -0.0139375795  -0.0027800371  -0.0027953742  -0.0122436107  -0.0131532651  -0.0131532651  -0.0131532699 
 -0.3053188840  -0.3053188834  -0.3053188834  -0.0124774125  -0.3025535656  -0.3025535656  -0.0033539813  -0.3024641368  -0.3024641368  -0.0002568130  -0.2962084679  -0.2962084679  -0.0240635050  -0.2999838081  -0.2999838081  -0.0138275906  -0.3040602257  -0.3040602257  -0.0044770660  -0.3022583514  -0.3022583514  -0.0259200844  -0.2999537464  -0.2999537464 
 -0.3020722777  -0.3020722819  -0.3020722819  -0.0109693924  -0.1682256661  -0.1682256661  -0.0034141066  -0.2675264023  -0.2675264023  -0.0002874857  -0.2966070104  -0.2966070104  -0.0220417594  -0.2965447316  -0.2965447316  -0.0123087278  -0.2583940593  -0.2583940593  -0.0045883417  -0.2331155838  -0.2331155838  -0.0239036685  -0.2349909890  -0.2349909890 
 -0.0904271673  -0.0904271666  -0.0942132350  -0.0123038760  -0.0941241917  -0.0942018737  -0.0033609003  -0.0880451937  -0.0949450031  -0.0002603427  -0.0176522867  -0.0946839458  -0.0223177135  -0.0942404057  -0.0942372100  -0.0136528063  -0.0859054809  -0.0941845915  -0.0044898711  -0.0845950647  -0.0948910136  -0.0226509163  -0.0941921367  -0.0942207052 
 -0.2743779452  -0.2743779433  -0.2743779433  -0.0125685514  -0.2855950582  -0.2855950582  -0.0033503476  -0.2674144160  -0.2674144160  -0.0002549593  -0.2781398118  -0.2781398118  -0.0241856915  -0.2814305195  -0.2814305195  -0.0139193848  -0.2765479366  -0.2765479366  -0.0044703409  -0.2568040560  -0.2568040560  -0.0260419487  -0.2856610386  -0.2856610386 
 -0.4617307508  -0.4617307518  -0.4617307518  -0.0133614032  -0.5377293657  -0.5377037894  -0.0033187363  -0.4388322256  -0.5535503344  -0.0002388329  -0.4820448595  -0.5327610224  -0.0252486378  -0.5366391038  -0.5569046715  -0.0147179371  -0.5633705509  -0.5683620167  -0.0044118369  -0.4372997287  -0.5212547281  -0.0271020930  -0.4971147300  -0.5012207099 
 -0.0180815007  -0.0182511502  -0.0182511502  -0.0071584465  -0.0099451465  -0.0131625473  -0.0032581545  -0.0183847291  -0.0180284032  -0.0003409340  -0.0110533746  -0.0110521240  -0.0082108913  -0.0082108917  -0.0178060483  -0.0070362113  -0.0097368991  -0.0146856420  -0.0030396490  -0.0183843006  -0.0185037279  -0.0076737905  -0.0076737905  -0.0074535628 
 -0.1774089385  -0.1773727899  -0.1773727907  -0.0135738768  -0.1774129467  -0.1774615699  -0.0033102649  -0.1853414007  -0.1832985841  -0.0002345112  -0.1775401957  -0.1775273400  -0.0255334932  -0.1854711555  -0.1808782743  -0.0149319384  -0.1776102644  -0.1775849686  -0.0043961587  -0.1833986722  -0.1856921414  -0.0273861974  -0.1854914780  -0.1808567540 
 -0.2907693558  -0.2907693558  -0.3843904176  -0.0084800492  -0.4337555158  -0.4334874900  -0.0035133577  -0.4084743368  -0.3772287000  -0.0003381183  -0.3593903373  -0.3998214022  -0.0187043913  -0.4075243330  -0.4101910823  -0.0098014864  -0.4339722798  -0.4343537285  -0.0047720285  -0.3453555084  -0.3772438967  -0.0205750983  -0.3841212195  -0.4021893842 
 -0.2907693558  -0.2907693558  -0.2906578951  -0.0097287300  -0.2906369306  -0.2906097932  -0.0034635723  -0.2906673324  -0.3812710762  -0.0003127205  -0.2907314865  -0.2906762631  -0.0203784503  -0.2906297047  -0.4090708554  -0.0110591451  -0.2906046123  -0.2906052877  -0.0046798893  -0.2906500433  -0.3811312487  -0.0222447441  -0.2906399053  -0.2908139864 
 -0.2152272997  -0.2152272993  -0.2154309303  -0.0097287300  -0.2152015583  -0.2151684092  -0.0034635723  -0.2154243767  -0.2154689544  -0.0003127205  -0.2153975525  -0.2154646263  -0.0203784503  -0.2151534648  -0.2151222195  -0.0110591451  -0.2154334836  -0.2154341644  -0.0046798893  -0.2153019816  -0.2153532408  -0.0222447441  -0.2154492241  -0.2152476143 
 -0.1059466660  -0.1058634994  -0.1058634991  -0.0119505713  -0.1207060375  -0.1219967444  -0.0033749867  -0.0890684910  -0.0941798274  -0.0002675288  -0.0749695356  -0.0997871746  -0.0233571889  -0.1147134245  -0.1228512093  -0.0132969614  -0.1132852049  -0.1151600375  -0.0045159412  -0.0885661938  -0.0885770207  -0.0252156303  -0.1145708428  -0.1161443408 
