 -0.6892309233  -0.6892309233  -0.6892306395  -0.0143764633  -0.6891235473  -0.6890619997  -0.0032782655  -0.6891545701  -0.6891018915  -0.0002181868  -0.6892043011  -0.6891867403  -0.0266094904  -0.6891046484  -0.6890642393  -0.0157402954  -0.6891312823  -0.6890631944  -0.0043369364  -0.6891343047  -0.6890486996  -0.0284593582  -0.6891453333  -0.6891139357 
 -0.6892309233  -0.6892309233  -0.6892306395  -0.0124008109  -0.6891175850  -0.6890851375  -0.0033570355  -0.6891563460  -0.6891077266  -0.0002583710  -0.6892029346  -0.6891859505  -0.0239608081  -0.6891381170  -0.6890653932  -0.0137504382  -0.6891475688  -0.6890803622  -0.0044827183  -0.6891319140  -0.6890474392  -0.0258176583  -0.6891395955  -0.6891036061 
 -0.3081676021  -0.3081676034  -0.3081676034  -0.0123006949  -0.2968033961  -0.2968033961  -0.0033610271  -0.3045275627  -0.3045275627  -0.0002604074  -0.3081600709  -0.3081600709  -0.0238265864  -0.2990680620  -0.2990680620  -0.0136496024  -0.3062656073  -0.3062656073  -0.0044901058  -0.3045151851  -0.3045151851  -0.0256837903  -0.2987632344  -0.2987632344 
 -0.2907693558  -0.2907693558  -0.3611528346  -0.0090040450  -0.4106134107  -0.4106955725  -0.0034924658  -0.4043119884  -0.3564229740  -0.0003274604  -0.4097054675  -0.4098349940  -0.0194068927  -0.3608730737  -0.3621661382  -0.0103292497  -0.4110639883  -0.4109785981  -0.0047333632  -0.3571543354  -0.3562941743  -0.0212757477  -0.3906286267  -0.4101304513 
 -0.0078030349  -0.0078022014  -0.0078022025  -0.0081503717  -0.0081472062  -0.0088195963  -0.0028535463  -0.0037427088  -0.0037438121  -0.0003064833  -0.0079692806  -0.0079691521  -0.0080421735  -0.0080421735  -0.0088212489  -0.0081500979  -0.0081500995  -0.0088211348  -0.0028769563  -0.0037330966  -0.0035026893  -0.0080602464  -0.0080602464  -0.0080658189 
 -0.4617307508  -0.4617307518  -0.4617307305  -0.0132363439  -0.3218140705  -0.6632612830  -0.0033237225  -0.5443403652  -0.6615242940  -0.0002413765  -0.5284793415  -0.5402192719  -0.0250809755  -0.6608781167  -0.6616684328  -0.0145919786  -0.6266679779  -0.6375535266  -0.0044210650  -0.5356252462  -0.6633196680  -0.0269348727  -0.6182062026  -0.6607401881 
 -0.6892309233  -0.6892309233  -0.6892306395  -0.0125770829  -0.6891478422  -0.6890875260  -0.0033500074  -0.6891552358  -0.6891062735  -0.0002547857  -0.6892032424  -0.6891855076  -0.0241971293  -0.6891396615  -0.6890682942  -0.0139279776  -0.6891473173  -0.6890820377  -0.0044697114  -0.6891299097  -0.6890447043  -0.0260533564  -0.6891405012  -0.6891042639 
 -0.0180606220  -0.0180482007  -0.0180481999  -0.0107684819  -0.0222811880  -0.0228945183  -0.0031061751  -0.0188721543  -0.0185025829  -0.0002650677  -0.0101452357  -0.0161126446  -0.0126877467  -0.0223289855  -0.0229181232  -0.0108902080  -0.0108991961  -0.0228637835  -0.0028738284  -0.0188642290  -0.0189588603  -0.0126873064  -0.0126873064  -0.0223049161 
 -0.1056138738  -0.1056138797  -0.1056142693  -0.0170568598  -0.0774475775  -0.1056303958  -0.0031713971  -0.0989533216  -0.1056349038  -0.0001636682  -0.0762410787  -0.1056249107  -0.0290036962  -0.1055908613  -0.1055927788  -0.0184399639  -0.0772508043  -0.0775373950  -0.0041391519  -0.0989297880  -0.1048357661  -0.0293846617  -0.1055954792  -0.1055944341 
 -0.1192307282  -0.1196618675  -0.1196618665  -0.0090301518  -0.1195105317  -0.1195632833  -0.0034914249  -0.1196261453  -0.1195368124  -0.0003269294  -0.0792529001  -0.0742643241  -0.0194418930  -0.1196282357  -0.1195061352  -0.0103555442  -0.1190346613  -0.1196378200  -0.0047314368  -0.0946570253  -0.1035319264  -0.0213106558  -0.1194979495  -0.1193395656 
 -0.0653512810  -0.0653512800  -0.0697845301  -0.0142115751  -0.0646191733  -0.0694373666  -0.0032848396  -0.0452224339  -0.0550532883  -0.0002215406  -0.0511656962  -0.0672063059  -0.0251835130  -0.0882867422  -0.0879575229  -0.0155742217  -0.0645703825  -0.0649541464  -0.0043491034  -0.0504044684  -0.0550578168  -0.0252778774  -0.0686934965  -0.0880697934 
 -0.2907693558  -0.2907693558  -0.3837682488  -0.0111038645  -0.4397910123  -0.4394238257  -0.0034087452  -0.3453412486  -0.3550376264  -0.0002847506  -0.3996643706  -0.3779141792  -0.0222220411  -0.3554920405  -0.3503237971  -0.0124441668  -0.4412869231  -0.4399888925  -0.0045784191  -0.3491644475  -0.3549833319  -0.0240834749  -0.3982608647  -0.3569134380 
